0,412,1,1
1,412,2,2
1,412,2,2
0,412,2,2
1,412,3,3
1,412,3,3
1,412,3,3
1,412,4,4
1,412,1,1
1,412,1,1
1,412,2,2
1,412,1,1
1,412,2,2
0,412,1,1
0,412,1,1
1,412,2,2
1,412,2,2
1,412,3,3
0,412,3,3
1,412,2,2
1,412,2,2
1,412,1,1
1,412,2,2
0,412,2,2
1,412,3,3
1,412,1,1
1,412,2,2
1,412,1,1
0,412,1,1
1,412,2,2
1,412,3,3
1,412,2,2
1,412,2,2
1,412,3,3
1,412,4,4
1,412,3,3
1,412,3,3
1,412,3,3
0,412,3,3
1,412,2,2
1,412,3,3
1,412,1,1
1,412,1,1
1,412,3,3
1,412,3,3
1,412,4,4
0,412,1,1
159,1919,2,2
59,2301,2,2
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
3,412,1,1
1,412,1,1
1,412,2,2
1,412,3,3
0,412,2,2
1,412,2,2
1,412,1,1
0,412,2,2
0,412,3,3
0,412,2,2
0,412,3,3
1,412,2,2
60,412,1,1
1,412,2,2
1,412,2,2
1,412,3,3
1,412,4,4
1,412,5,5
1,412,5,5
0,412,2,2
1,412,2,2
1,412,2,2
1,412,3,3
1,412,3,3
1,412,3,3
1,412,4,4
29,412,4,4
1,412,2,2
1,412,2,2
1,412,1,1
1,412,1,1
1,412,2,2
1,412,1,1
1,412,1,1
1,412,2,2
1,412,2,2
0,412,3,3
1,412,3,3
1,412,3,3
1,412,3,3
1,412,3,3
1,412,2,2
0,412,3,3
1,412,3,3
1,412,1,1
1,412,2,2
1,412,2,2
1,412,2,2
1,412,2,2
1,412,2,2
1,412,1,1
0,412,2,2
1,412,1,1
1,412,1,1
1,412,2,2
1,412,2,2
1,412,1,1
1,412,2,2
1,412,2,2
0,412,3,3
0,412,4,4
1,412,3,3
1,412,2,2
126,412,2,2
0,412,3,3
1,412,1,1
1,412,1,1
0,412,2,2
1,412,3,3
32,412,3,3
1,412,4,4
1,412,1,1
1,412,1,1
1,412,2,2
1,412,3,3
1,412,1,1
0,412,1,1
1,412,2,2
1,412,1,1
1,412,2,2
1,412,1,1
1,412,1,1
1,412,2,2
26,412,1,1
1,412,2,2
0,412,1,1
0,412,1,1
0,412,2,2
1,412,1,1
2,412,2,2
156,1919,2,2
51,2301,2,2
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,412,1,1
1,412,1,1
1,412,1,1
1,412,2,2
1,412,3,3
1,412,2,2
1,412,3,3
1,412,3,3
0,412,3,3
1,412,3,3
1,412,4,4
1,412,5,5
1,412,6,6
1,412,7,7
1,412,8,8
0,412,9,9
0,412,1,1
0,412,2,2
1,412,3,3
1,412,2,2
1,412,3,3
16,412,2,2
1,412,3,3
1,412,3,3
1,412,2,2
1,412,2,2
1,412,3,3
1,412,5,5
146,412,5,5
18,412,2,2
133,412,2,2
1,412,3,3
1,412,4,4
1,412,1,1
0,412,1,1
1,412,2,2
1,412,3,3
1,412,2,2
1,412,2,2
0,412,2,2
35,412,1,1
1,412,2,2
1,412,3,3
0,412,5,5
1,412,3,3
0,412,4,4
1,412,4,4
1,412,1,1
1,412,1,1
1,412,2,2
1,412,3,3
1,412,2,2
1,412,1,1
1,412,2,2
1,412,2,2
1,412,2,2
1,412,3,3
1,412,4,4
1,412,1,1
1,412,2,2
1,412,1,1
0,412,1,1
1,412,2,2
1,412,1,1
17,412,2,2
1,412,3,3
1,412,4,4
1,412,5,5
1,412,2,2
34,412,2,2
1,412,3,3
1,412,4,4
1,412,5,5
1,412,2,2
1,412,3,3
1,412,2,2
0,412,1,1
1,412,2,2
1,412,3,3
0,412,1,1
0,412,2,2
1,412,3,3
1,412,4,4
1,412,1,1
1,412,2,2
1,412,3,3
1,412,4,4
1,412,2,2
1,412,3,3
0,412,4,4
0,412,1,1
1,412,1,1
1,412,2,2
0,412,3,3
1,412,2,2
1,412,2,2
1,412,3,3
1,412,2,2
1,412,3,3
1,412,3,3
1,412,1,1
1,412,1,1
1,412,2,2
1,412,3,3
0,412,4,4
0,412,5,5
0,412,6,6
1,412,7,7
0,412,1,1
1,412,2,2
0,412,3,3
1,412,4,4
1,412,1,1
1,412,2,2
1,412,2,2
1,412,1,1
0,412,2,2
0,412,1,1
0,412,1,1
1,412,1,1
0,412,1,1
0,412,2,2
1,412,3,3
1,412,2,2
0,412,2,2
0,412,3,3
0,412,4,4
1,412,1,1
1,412,1,1
0,412,1,1
1,412,1,1
1,412,2,2
1,412,3,3
1,412,1,1
1,412,1,1
1,412,2,2
1,412,1,1
1,412,2,2
1,412,2,2
1,412,3,3
8,412,1,1
1,412,2,2
1,412,1,1
1,412,1,1
1,412,1,1
30,412,1,1
1,412,2,2
1,412,2,2
0,412,1,1
1,412,2,2
0,412,1,1
0,412,1,1
1,412,2,2
0,412,3,3
0,412,1,1
0,412,1,1
0,412,1,1
0,412,1,1
1,412,1,1
1,412,2,2
0,412,1,1
1,412,1,1
0,412,2,2
1,412,1,1
75,412,2,2
1,412,3,3
1,412,1,1
1,412,1,1
1,412,2,2
1,412,3,3
1,412,1,1
1,412,1,1
1,412,2,2
0,412,1,1
1,412,2,2
0,412,1,1
1,412,1,1
1,412,2,2
18,412,1,1
1,412,2,2
1,412,1,1
1,412,1,1
1,412,2,2
32,412,1,1
1,412,2,2
0,412,3,3
1,412,4,4
1,412,1,1
1,412,1,1
1,412,1,1
1,412,1,1
1,412,2,2
0,412,2,2
1,412,3,3
1,412,1,1
1,412,1,1
1,412,2,2
1,412,3,3
1,412,1,1
1,412,2,2
2,412,1,1
19,412,1,1
0,412,2,2
0,412,2,2
0,412,2,2
1,412,3,3
1,412,4,4
1,412,5,5
1,412,5,5
1,412,1,1
1,412,2,2
1,412,2,2
1,412,3,3
1,412,4,4
1,412,4,4
1,412,1,1
0,412,2,2
0,412,1,1
1,412,2,2
1,412,3,3
1,412,4,4
1,412,1,1
0,412,2,2
1,412,3,3
1,412,3,3
1,412,3,3
1,412,4,4
1,412,2,2
1,412,2,2
1,412,3,3
1,412,1,1
0,412,1,1
0,412,2,2
0,412,2,2
0,412,2,2
33,412,1,1
0,412,2,2
1,412,3,3
1,412,2,2
1,412,2,2
0,412,2,2
0,412,1,1
1,412,1,1
0,412,2,2
1,412,1,1
4,412,1,1
255,1919,3,3
152,2301,3,3
54,2301,3,3
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
6,412,1,1
1,412,1,1
1,412,2,2
0,412,3,3
1,412,4,4
1,412,5,5
0,412,1,1
1,412,1,1
1,412,1,1
1,412,1,1
1,412,1,1
0,412,2,2
1,412,3,3
0,412,3,3
1,412,2,2
1,412,3,3
1,412,3,3
1,412,4,4
0,412,3,3
0,412,4,4
0,412,3,3
0,412,3,3
0,412,4,4
1,412,1,1
0,412,1,1
1,412,2,2
1,412,3,3
1,412,1,1
1,412,2,2
0,412,1,1
1,412,1,1
1,412,2,2
1,412,3,3
1,412,3,3
1,412,3,3
1,412,2,2
1,412,3,3
0,412,1,1
1,412,2,2
1,412,3,3
1,412,4,4
165,1919,2,2
65,2301,2,2
1,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
6,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
3,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
2,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
2,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
2,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
2,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
3,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
38,51879,1,1
1,51879,1,1
15,51879,2,2
51,51879,2,2
93,51879,1,1
6,51879,2,2
1,51879,2,2
141,51879,2,2
347,1162,4,4
146,2301,4,4
50,2301,4,4
250,2301,4,4
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
2,51879,1,1
1,51879,1,1
7,51879,2,2
1,51879,2,2
51,51879,3,3
105,2301,3,3
206,1919,3,3
8,2301,3,3
0,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
2,51879,1,1
1,51879,1,1
1,51879,2,2
1,51879,3,3
1,51879,4,4
32,51879,4,4
41,51879,2,2
1,51879,2,2
105,51879,4,4
3,51879,4,4
280,51879,3,3
178,51879,3,3
83,51879,3,3
1,51879,3,3
127,51879,2,2
27,51879,2,2
1,51879,2,2
153,51879,3,3
59,51879,3,3
179,51879,5,5
327,1158,4,4
233,2301,4,4
129,2301,4,4
29,2301,4,4
0,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
