1305,135,57,57
519,135,57,57
417,135,57,57
1110,135,57,57
1257,135,57,57
1531,135,57,57
2072,135,57,57
1305,135,57,57
1537,135,57,57
1292,135,57,57
1529,135,57,57
939,135,57,57
1260,135,57,57
1258,135,57,57
1342,135,57,57
1532,135,57,57
1260,135,57,57
1259,135,57,57
836,135,57,57
636,135,57,57
1311,135,57,57
1262,135,57,57
1156,135,58,58
1281,135,59,59
172,135,59,59
1542,135,59,59
1639,135,59,59
1535,135,59,59
1646,135,59,59
1572,135,59,59
1799,135,59,59
1614,135,59,59
1607,135,59,59
1594,135,59,59
1600,135,59,59
1532,135,59,59
1609,135,59,59
1533,135,59,59
1311,135,59,59
1585,135,59,59
1311,135,59,59
1596,135,59,59
1654,135,59,59
1534,135,59,59
1589,135,59,59
1580,135,59,59
1015,135,59,59
1593,135,59,59
599,135,59,59
399,135,59,59
1597,135,59,59
1542,135,59,59
1316,135,59,59
500,135,59,59
1603,135,59,59
1603,135,59,59
1609,135,59,59
421,2301,7,7
446,1919,7,7
443,2301,7,7
108,2301,7,7
10,2301,7,7
318,2301,7,7
217,2301,7,7
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
2,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
2,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
2,135,1,1
1,135,1,1
1,135,2,2
1,135,5,5
1,135,4,4
1,135,3,3
105,135,7,7
4,135,7,7
1,135,3,3
1,135,4,4
1,135,7,7
1,135,7,7
1,135,7,7
1,135,6,6
1,135,6,6
100,135,9,9
1,135,7,7
1,135,9,9
1,135,1,1
1,135,1,1
1,135,2,2
0,135,1,1
1,135,2,2
1,135,3,3
1,135,3,3
1,135,1,1
1,135,1,1
1,135,1,1
1,135,2,2
1,135,1,1
1,135,1,1
1,135,2,2
1,135,1,1
1,135,1,1
1,135,2,2
1,135,1,1
1,135,1,1
0,135,1,1
1,135,2,2
1,135,1,1
1,135,2,2
1,135,1,1
1,135,2,2
1,135,3,3
1,135,3,3
1,135,1,1
1,135,1,1
1,135,1,1
1,135,1,1
1,135,1,1
1,135,2,2
1,135,3,3
1,135,4,4
1,135,2,2
0,135,3,3
1,135,4,4
1,135,1,1
1,135,1,1
1,135,2,2
1,135,2,2
1,135,1,1
0,135,1,1
1,135,1,1
3,135,2,2
1,135,1,1
1,135,2,2
1,135,1,1
1,135,1,1
1,135,2,2
1,135,1,1
1,135,2,2
1,135,1,1
1,135,1,1
1,135,2,2
0,135,3,3
1,135,1,1
1,135,1,1
1,135,1,1
1,135,1,1
1,135,3,3
105,135,3,3
1,135,4,4
1,135,5,5
1,135,6,6
33,135,7,7
1,135,8,8
1,135,9,9
1,135,10,10
1,135,11,11
0,135,12,12
1,135,13,13
1,135,14,14
0,135,15,15
1,135,14,14
1,135,15,15
2,135,13,13
2,135,14,14
1,135,15,15
1,135,16,16
1,135,17,17
3,135,1,1
1,135,1,1
1,135,2,2
1,135,2,2
1,135,3,3
1,135,3,3
1,135,4,4
1,135,5,5
1,135,4,4
1,135,4,4
1,135,3,3
1,135,3,3
1,135,3,3
1,135,2,2
1,135,3,3
2,135,3,3
1,135,4,4
1,135,5,5
1,135,3,3
1,135,2,2
1,135,3,3
1,135,2,2
1,135,2,2
1,135,3,3
0,135,4,4
1,135,4,4
1,135,3,3
1,135,1,1
1,135,2,2
0,135,3,3
1,135,4,4
1,135,1,1
1,135,2,2
1,135,1,1
0,135,1,1
1,135,2,2
1,135,2,2
1,135,3,3
1,135,3,3
1,135,3,3
1,135,3,3
1,135,1,1
1,135,2,2
1,135,3,3
1,135,4,4
0,135,2,2
1,135,3,3
1,135,2,2
1,135,2,2
0,135,3,3
0,135,3,3
1,135,4,4
1,135,5,5
1,135,6,6
1,135,7,7
2,135,8,8
1,135,9,9
1,135,10,10
1,135,11,11
1,135,13,13
1,135,12,12
0,135,1,1
1,135,2,2
1,135,2,2
1,135,2,2
1,135,3,3
1,135,3,3
1,135,3,3
1,135,3,3
1,135,1,1
1,135,2,2
1,135,3,3
0,135,4,4
1,135,4,4
1,135,1,1
1,135,1,1
7,135,2,2
197,1919,3,3
95,2301,3,3
1,2034,3,3
1,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
2,135,1,1
1,135,1,1
0,135,2,2
1,135,3,3
0,135,4,4
1,135,5,5
1,135,6,6
1,135,1,1
1,135,2,2
0,135,3,3
1,135,2,2
0,135,1,1
0,135,2,2
1,135,3,3
1,135,5,5
0,135,6,6
1,135,4,4
1,135,4,4
1,135,1,1
1,135,2,2
1,135,3,3
1,135,4,4
1,135,1,1
1,135,2,2
1,135,3,3
0,135,4,4
1,135,1,1
1,135,1,1
11,135,1,1
135,1919,2,2
29,2301,2,2
0,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
1,2034,1,1
1,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
1,2034,1,1
0,2034,1,1
0,2034,1,1
37,412,1,1
1,412,1,1
0,412,2,2
0,412,3,3
1,412,4,4
1,412,6,6
1,412,6,6
1,412,5,5
0,412,6,6
0,412,7,7
1,412,6,6
1,412,1,1
1,412,2,2
1,412,3,3
1,412,2,2
1,412,3,3
1,412,3,3
1,412,3,3
1,412,3,3
1,412,3,3
1,412,3,3
1,412,3,3
1,412,3,3
1,412,4,4
1,412,1,1
1,412,1,1
1,412,2,2
1,412,3,3
1,412,4,4
1,412,1,1
1,412,2,2
1,412,3,3
1,412,1,1
1,412,2,2
1,412,3,3
1,412,4,4
28,412,1,1
1,412,2,2
1,412,1,1
1,412,1,1
1,412,2,2
0,412,1,1
1,412,2,2
1,412,1,1
